contentcode,id,verbName,timestamp,result,projectId,userId,contentId,topicId,stepID,hintID,amount,detail,extra,createdAt,updatedAt
CombFrNm01,162768,tryStep,31:06.7,1,4,1141,437,31,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""12""]}",31:06.9,31:06.9
CombFrNm01,162770,tryStep,31:38.5,1,4,1141,437,31,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{9}{12}+\\frac{8}{12}-\\frac{10}{12}""]}",31:38.7,31:38.7
CombFrNm01,162772,tryStep,31:53.9,1,4,1141,437,31,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{7}{12}""]}",31:54.1,31:54.1
CombFrNm01,164303,tryStep,28:50.2,1,4,1287,437,31,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""12""]}",28:50.1,28:50.1
CombFrNm01,164304,tryStep,29:11.8,1,4,1287,437,31,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{9}{12}+\\frac{8}{12}-\\frac{10}{12}""]}",29:11.6,29:11.6
CombFrNm01,164305,tryStep,29:22.2,0,4,1287,437,31,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{2}{3}""]}",29:22.0,29:22.0
CombFrNm01,164306,tryStep,29:34.0,1,4,1287,437,31,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 1, ""response"": [""\\frac{7}{12}""]}",29:33.8,29:33.8
CombFrNm01,165030,tryStep,55:12.1,1,4,1092,437,31,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""12""]}",55:12.1,55:12.1
CombFrNm01,165035,tryStep,56:19.6,1,4,1092,437,31,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{9}{12}+\\frac{8}{12}-\\frac{10}{12}""]}",56:19.6,56:19.6
CombFrNm01,165036,tryStep,56:36.4,1,4,1092,437,31,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{7}{12}""]}",56:36.5,56:36.5
CombFrNm01,167140,tryStep,42:33.5,1,4,1558,437,31,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""12""]}",42:35.3,42:35.3
CombFrNm01,167141,tryStep,43:14.0,1,4,1558,437,31,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{9}{12}+\\frac{8}{12\\ }-\\frac{10}{12}""]}",43:15.3,43:15.3
CombFrNm01,167143,tryStep,43:32.2,1,4,1558,437,31,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{7}{12}""]}",43:33.6,43:33.6
CombFrNm01,169638,tryStep,24:33.8,1,4,1602,437,31,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""12""]}",24:34.0,24:34.0
CombFrNm01,169639,tryStep,25:19.8,1,4,1602,437,31,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{9}{12}+\\frac{8}{12}-\\frac{10}{12}""]}",25:20.3,25:20.3
CombFrNm01,169640,tryStep,26:00.5,1,4,1602,437,31,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{7}{12}""]}",26:00.7,26:00.7
CombFrNm01,172222,tryStep,37:52.6,1,4,1455,437,31,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""12""]}",37:53.6,37:53.6
CombFrNm01,172246,tryStep,38:30.3,1,4,1455,437,31,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{9}{12}+\\frac{8}{12}-\\frac{10}{12}""]}",38:31.3,38:31.3
CombFrNm01,172252,tryStep,38:45.3,1,4,1455,437,31,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{7}{12}""]}",38:46.3,38:46.3
CombFrNm01,202808,tryStep,06:22.6,1,4,1129,437,31,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""12""]}",05:59.1,05:59.1
CombFrNm01,202809,tryStep,06:46.6,1,4,1129,437,31,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{9}{12}+\\frac{8}{12}-\\frac{10}{12}""]}",06:22.4,06:22.4
CombFrNm01,202810,tryStep,07:06.4,1,4,1129,437,31,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{7}{12}""]}",06:42.3,06:42.3
CombFrNm01,202852,tryStep,16:14.7,1,4,1129,437,31,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""12""]}",15:50.6,15:50.6
CombFrNm01,202853,tryStep,16:56.0,1,4,1129,437,31,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{9}{12}+\\frac{8}{12}-\\frac{10}{12}""]}",16:32.5,16:32.5
CombFrNm01,202854,tryStep,17:05.4,1,4,1129,437,31,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{7}{12}""]}",16:41.3,16:41.3
CombFrNm01,205548,tryStep,26:26.3,1,4,1835,437,31,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""12""]}",26:26.5,26:26.5
CombFrNm01,213730,tryStep,07:35.6,1,4,1097,437,31,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""12""]}",07:35.2,07:35.2
CombFrNm01,213795,tryStep,08:17.7,1,4,1881,437,31,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""12""]}",08:18.2,08:18.2
CombFrNm01,213827,tryStep,08:32.5,1,4,1881,437,31,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{9}{12}+\\frac{8}{12}-\\frac{10}{12}""]}",08:32.7,08:32.7
CombFrNm01,213830,tryStep,08:34.5,1,4,1097,437,31,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{9}{12}+\\frac{8}{12}-\\frac{10}{12}""]}",08:34.0,08:34.0
CombFrNm01,213859,tryStep,08:46.8,1,4,1097,437,31,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{7}{12}""]}",08:46.4,08:46.4
CombFrNm01,213872,tryStep,08:51.1,1,4,1881,437,31,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{7}{12}""]}",08:51.3,08:51.3
CombFrNm01,214574,tryStep,19:45.9,1,4,1880,437,31,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""12""]}",19:46.1,19:46.1
CombFrNm01,214640,tryStep,20:29.1,1,4,1880,437,31,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{9}{12}+\\frac{8}{12}-\\frac{10}{12}""]}",20:29.3,20:29.3
CombFrNm01,214689,tryStep,20:59.2,1,4,1880,437,31,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{7}{12}""]}",20:59.5,20:59.5
CombFrNm03,156543,tryStep,37:58.5,1,4,1321,439,31,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{3}{8}""]}",37:58.5,37:58.5
CombFrNm03,156544,tryStep,38:11.4,1,4,1321,439,31,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{3}{8}+\\frac{1}{4}""]}",38:11.4,38:11.4
CombFrNm03,156546,tryStep,38:43.3,1,4,1321,439,31,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{3}{8}+\\frac{2}{8}""]}",38:43.3,38:43.3
CombFrNm03,156548,tryStep,39:03.3,1,4,1321,439,31,3,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{5}{8}""]}",39:03.3,39:03.3
CombFrNm03,160669,tryStep,56:58.3,1,4,1104,439,31,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{3}{8}""]}",56:58.8,56:58.8
CombFrNm03,160696,tryStep,57:21.7,1,4,1104,439,31,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{3}{8}+\\frac{1}{4}""]}",57:22.2,57:22.2
CombFrNm03,160742,tryStep,57:51.7,1,4,1104,439,31,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{3}{8}+\\frac{2}{8}""]}",57:52.1,57:52.1
CombFrNm03,160776,tryStep,58:15.9,1,4,1104,439,31,3,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{5}{8}""]}",58:16.4,58:16.4
CombFrNm03,161651,tryStep,13:41.3,1,4,1106,439,31,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{3}{8}""]}",13:41.5,13:41.5
CombFrNm03,161655,tryStep,13:47.7,1,4,1106,439,31,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{3}{8}+\\frac{1}{4}""]}",13:47.9,13:47.9
CombFrNm03,161665,tryStep,13:56.0,1,4,1106,439,31,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{3}{8}+\\frac{2}{8}""]}",13:56.2,13:56.2
CombFrNm03,161675,tryStep,14:02.5,1,4,1106,439,31,3,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{5}{8}""]}",14:02.7,14:02.7
CombFrNm03,161816,tryStep,16:26.7,1,4,1109,439,31,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{3}{8}""]}",16:26.8,16:26.8
CombFrNm03,161825,tryStep,16:45.5,1,4,1109,439,31,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{3}{8}+\\frac{1}{4}""]}",16:45.6,16:45.6
CombFrNm03,162791,tryStep,34:09.8,1,4,1141,439,31,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{3}{8}""]}",34:10.1,34:10.1
CombFrNm03,162792,tryStep,34:20.5,1,4,1141,439,31,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{3}{8}+\\frac{1}{4}""]}",34:20.7,34:20.7
CombFrNm03,162797,tryStep,34:50.0,1,4,1141,439,31,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{3}{8}+\\frac{2}{8}""]}",34:50.6,34:50.6
CombFrNm03,162807,tryStep,35:20.5,1,4,1141,439,31,3,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{5}{8}""]}",35:20.7,35:20.7
CombFrNm03,164329,tryStep,32:38.1,1,4,1287,439,31,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{3}{8}""]}",32:37.8,32:37.8
CombFrNm03,164330,tryStep,32:48.6,1,4,1287,439,31,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{3}{8}+\\frac{1}{4}""]}",32:48.4,32:48.4
CombFrNm03,164331,tryStep,33:32.4,0,4,1287,439,31,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{6}{16}+\\frac{4}{16}""]}",33:32.2,33:32.2
CombFrNm03,164332,tryStep,34:23.2,1,4,1287,439,31,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 1, ""response"": [""\\frac{3}{8}+\\frac{2}{8}""]}",34:23.0,34:23.0
CombFrNm03,164333,tryStep,34:48.3,0,4,1287,439,31,3,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{1}{8}""]}",34:48.1,34:48.1
CombFrNm03,164335,tryStep,35:00.9,1,4,1287,439,31,3,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 1, ""response"": [""\\frac{5}{8}""]}",35:00.7,35:00.7
CombFrNm03,165097,tryStep,00:13.2,0,4,1092,439,31,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{3}{2}""]}",00:13.2,00:13.2
CombFrNm03,165100,tryStep,00:21.4,0,4,1092,439,31,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 1, ""response"": [""\\frac{6}{4}""]}",00:21.4,00:21.4
CombFrNm03,165112,tryStep,01:00.0,1,4,1092,439,31,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 2, ""response"": [""\\frac{3}{8}""]}",01:00.0,01:00.0
CombFrNm03,165118,tryStep,01:24.4,1,4,1092,439,31,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{3}{8}+\\frac{1}{4}""]}",01:24.4,01:24.4
CombFrNm03,165124,tryStep,01:50.8,1,4,1092,439,31,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{3}{8}+\\frac{2}{8}""]}",01:50.8,01:50.8
CombFrNm03,165129,tryStep,02:05.3,1,4,1092,439,31,3,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{5}{8}""]}",02:05.3,02:05.3
CombFrNm03,165805,tryStep,34:22.4,1,4,1503,439,31,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{3}{8}""]}",34:21.8,34:21.8
CombFrNm03,165820,tryStep,34:40.8,1,4,1503,439,31,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{3}{8}\\ +\\ \\frac{1}{4}""]}",34:40.2,34:40.2
CombFrNm03,165833,tryStep,35:03.4,1,4,1503,439,31,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{3}{8\\ }+\\ \\frac{2}{8}""]}",35:02.8,35:02.8
CombFrNm03,165838,tryStep,35:14.4,1,4,1503,439,31,3,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{5}{8}""]}",35:13.8,35:13.8
CombFrNm03,166144,tryStep,10:17.5,0,4,1148,439,31,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{3}{6}""]}",10:15.1,10:15.1
CombFrNm03,166145,tryStep,10:24.3,0,4,1148,439,31,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 1, ""response"": [""\\frac{1}{3}""]}",10:21.4,10:21.4
CombFrNm03,166146,tryStep,10:48.7,1,4,1148,439,31,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 2, ""response"": [""\\frac{3}{8}""]}",10:45.8,10:45.8
CombFrNm03,166147,tryStep,11:54.9,1,4,1148,439,31,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{3}{8}+\\frac{1}{4}""]}",11:52.5,11:52.5
CombFrNm03,166148,tryStep,13:04.6,0,4,1148,439,31,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{3+2}{8}""]}",13:02.2,13:02.2
CombFrNm03,166149,tryStep,13:11.9,0,4,1148,439,31,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 1, ""response"": [""\\frac{5}{8}""]}",13:09.0,13:09.0
CombFrNm03,166153,tryStep,14:04.7,1,4,1148,439,31,2,NULL,NULL,NULL,"{""hints"": 1, ""attempts"": 2, ""response"": [""\\frac{3}{8}+\\frac{2}{8}""]}",14:01.8,14:01.8
CombFrNm03,166154,tryStep,14:58.0,0,4,1148,439,31,3,NULL,NULL,NULL,"{""hints"": 1, ""attempts"": 0, ""response"": [""\\frac{35}{88}""]}",14:55.1,14:55.1
CombFrNm03,166158,tryStep,15:15.8,1,4,1148,439,31,3,NULL,NULL,NULL,"{""hints"": 1, ""attempts"": 1, ""response"": [""\\frac{5}{8}""]}",15:13.0,15:13.0
CombFrNm03,166806,tryStep,14:26.1,0,4,1108,439,31,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{3}{8}+\\frac{1}{4}""]}",14:26.3,14:26.3
CombFrNm03,166807,tryStep,14:30.6,1,4,1108,439,31,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 1, ""response"": [""\\frac{3}{8}""]}",14:30.7,14:30.7
CombFrNm03,166811,tryStep,14:57.5,1,4,1108,439,31,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{3}{8}+\\frac{1}{4}""]}",14:58.1,14:58.1
CombFrNm03,166815,tryStep,15:21.9,1,4,1108,439,31,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{3}{8}+\\frac{2}{8}""]}",15:22.0,15:22.0
CombFrNm03,166817,tryStep,15:41.8,1,4,1108,439,31,3,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{5}{8}""]}",15:41.9,15:41.9
CombFrNm03,167158,tryStep,48:13.5,0,4,1558,439,31,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{8}{3}""]}",48:15.2,48:15.2
CombFrNm03,167160,tryStep,48:56.9,0,4,1558,439,31,0,NULL,NULL,NULL,"{""hints"": 1, ""attempts"": 1, ""response"": [""\\frac{0.5}{1.3}""]}",48:58.2,48:58.2
CombFrNm03,167164,tryStep,49:48.1,1,4,1558,439,31,0,NULL,NULL,NULL,"{""hints"": 2, ""attempts"": 2, ""response"": [""\\frac{3}{8}""]}",49:49.8,49:49.8
CombFrNm03,167165,tryStep,51:03.5,1,4,1558,439,31,1,NULL,NULL,NULL,"{""hints"": 2, ""attempts"": 0, ""response"": [""\\frac{3}{8}+\\frac{1}{4}""]}",51:05.2,51:05.2
CombFrNm03,167166,tryStep,51:17.4,0,4,1558,439,31,2,NULL,NULL,NULL,"{""hints"": 2, ""attempts"": 0, ""response"": [""8""]}",51:18.7,51:18.7
CombFrNm03,167167,tryStep,52:28.6,0,4,1558,439,31,2,NULL,NULL,NULL,"{""hints"": 2, ""attempts"": 1, ""response"": [""\\frac{5}{8}""]}",52:30.5,52:30.5
CombFrNm03,167169,tryStep,52:32.8,0,4,1558,439,31,2,NULL,NULL,NULL,"{""hints"": 1, ""attempts"": 2, ""response"": [""\\frac{5}{8}""]}",52:34.0,52:34.0
CombFrNm03,167171,tryStep,52:52.8,1,4,1558,439,31,2,NULL,NULL,NULL,"{""hints"": 2, ""attempts"": 3, ""response"": [""\\frac{3}{8}+\\frac{2}{8}""]}",52:54.1,52:54.1
CombFrNm03,167174,tryStep,53:48.7,1,4,1558,439,31,3,NULL,NULL,NULL,"{""hints"": 2, ""attempts"": 0, ""response"": [""\\frac{5}{8}""]}",53:50.0,53:50.0
CombFrNm03,169695,tryStep,44:03.9,1,4,1602,439,31,0,NULL,NULL,NULL,"{""hints"": 2, ""attempts"": 0, ""response"": [""\\frac{3}{8}""]}",44:04.4,44:04.4
CombFrNm03,169696,tryStep,44:16.7,1,4,1602,439,31,1,NULL,NULL,NULL,"{""hints"": 2, ""attempts"": 0, ""response"": [""\\frac{3}{8}+\\frac{1}{4}""]}",44:16.9,44:16.9
CombFrNm03,169697,tryStep,44:37.5,1,4,1602,439,31,2,NULL,NULL,NULL,"{""hints"": 2, ""attempts"": 0, ""response"": [""\\frac{3}{8}+\\frac{2}{8}""]}",44:37.6,44:37.6
CombFrNm03,169698,tryStep,44:53.1,1,4,1602,439,31,3,NULL,NULL,NULL,"{""hints"": 2, ""attempts"": 0, ""response"": [""\\frac{5}{8}""]}",44:53.3,44:53.3
CombFrNm03,171127,tryStep,02:36.5,0,4,1109,439,31,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{2}{5}""]}",02:36.6,02:36.6
CombFrNm03,171128,tryStep,02:44.4,0,4,1109,439,31,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 1, ""response"": [""1""]}",02:44.4,02:44.4
CombFrNm03,171168,tryStep,03:42.2,0,4,1109,439,31,0,NULL,NULL,NULL,"{""hints"": 1, ""attempts"": 2, ""response"": [""\\frac{2}{1}""]}",03:42.7,03:42.7
CombFrNm03,171171,tryStep,03:45.9,0,4,1109,439,31,0,NULL,NULL,NULL,"{""hints"": 1, ""attempts"": 3, ""response"": [""\\frac{1}{1}""]}",03:45.9,03:45.9
CombFrNm03,171185,tryStep,04:00.9,0,4,1109,439,31,0,NULL,NULL,NULL,"{""hints"": 2, ""attempts"": 4, ""response"": [""\\frac{3}{1}""]}",04:01.0,04:01.0
CombFrNm03,171199,tryStep,04:31.7,0,4,1109,439,31,0,NULL,NULL,NULL,"{""hints"": 3, ""attempts"": 5, ""response"": [""\\frac{3}{7}""]}",04:31.8,04:31.8
CombFrNm03,171241,tryStep,04:49.8,1,4,1109,439,31,0,NULL,NULL,NULL,"{""hints"": 4, ""attempts"": 6, ""response"": [""\\frac{3}{8}""]}",04:49.9,04:49.9
CombFrNm03,171311,tryStep,06:46.2,1,4,1109,439,31,1,NULL,NULL,NULL,"{""hints"": 4, ""attempts"": 0, ""response"": [""\\frac{3}{8}+\\frac{1}{4}""]}",06:46.3,06:46.3
CombFrNm03,171333,tryStep,07:22.1,1,4,1109,439,31,2,NULL,NULL,NULL,"{""hints"": 4, ""attempts"": 0, ""response"": [""\\frac{3}{8}+\\frac{2}{8}""]}",07:22.2,07:22.2
CombFrNm03,171453,tryStep,10:06.4,1,4,1109,439,31,3,NULL,NULL,NULL,"{""hints"": 4, ""attempts"": 0, ""response"": [""\\frac{5}{8}""]}",10:06.5,10:06.5
CombFrNm03,186145,tryStep,38:31.2,0,4,1718,439,31,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{1}{4}\\cdot\\frac{3}{2}""]}",38:31.4,38:31.4
CombFrNm03,186179,tryStep,39:43.9,0,4,1718,439,31,0,NULL,NULL,NULL,"{""hints"": 1, ""attempts"": 1, ""response"": [""\\frac{3}{6}""]}",39:44.1,39:44.1
CombFrNm03,186187,tryStep,40:00.6,1,4,1718,439,31,0,NULL,NULL,NULL,"{""hints"": 2, ""attempts"": 2, ""response"": [""\\frac{3}{8}""]}",40:00.7,40:00.7
CombFrNm03,186208,tryStep,40:55.3,0,4,1718,439,31,1,NULL,NULL,NULL,"{""hints"": 2, ""attempts"": 0, ""response"": [""\\frac{6}{8}+\\frac{1}{4}""]}",40:55.4,40:55.4
CombFrNm03,186216,tryStep,41:11.9,1,4,1718,439,31,1,NULL,NULL,NULL,"{""hints"": 1, ""attempts"": 1, ""response"": [""\\frac{3}{8}+\\frac{1}{4}""]}",41:12.1,41:12.1
CombFrNm03,186241,tryStep,42:20.1,1,4,1718,439,31,2,NULL,NULL,NULL,"{""hints"": 1, ""attempts"": 0, ""response"": [""\\frac{3}{8}+\\frac{2}{8}""]}",42:20.2,42:20.2
CombFrNm03,186258,tryStep,43:06.5,1,4,1718,439,31,3,NULL,NULL,NULL,"{""hints"": 1, ""attempts"": 0, ""response"": [""\\frac{5}{8}""]}",43:06.6,43:06.6
CombFrNm03,202883,tryStep,22:14.2,1,4,1129,439,31,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{3}{8}""]}",21:50.2,21:50.2
CombFrNm03,202884,tryStep,22:38.1,1,4,1129,439,31,1,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{3}{8}+\\frac{1}{4}""]}",22:14.0,22:14.0
CombFrNm03,202886,tryStep,23:45.9,0,4,1129,439,31,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{24}{8}+\\frac{2}{8}""]}",23:22.5,23:22.5
CombFrNm03,202887,tryStep,23:57.4,1,4,1129,439,31,2,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 1, ""response"": [""\\frac{3}{8}+\\frac{2}{8}""]}",23:33.3,23:33.3
CombFrNm03,202889,tryStep,24:37.2,1,4,1129,439,31,3,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{5}{8}""]}",24:13.2,24:13.2
CombFrNm03,214437,tryStep,18:33.4,1,4,1121,439,31,0,NULL,NULL,NULL,"{""hints"": 0, ""attempts"": 0, ""response"": [""\\frac{3}{8}""]}",18:33.4,18:33.4
